taxid,rank,date,shield_no
932076,POLICE OFFICER,7/1/2002,10360
932076,DETECTIVE,4/24/2009,2870
942715,POLICE OFFICER,7/10/2006,2961
942715,SERGEANT,9/30/2016,2757
910401,POLICE OFFICER,4/1/1995,14114
910401,DETECTIVE,3/3/1999,5929
942716,POLICE OFFICER,7/10/2006,4846
942716,SERGEANT,12/19/2014,5236
888374,POLICE OFFICER,1/9/1986,7741
942717,POLICE OFFICER,7/10/2006,8857
939700,POLICE OFFICER,7/11/2005,9277
976483,POLICE OFFICER,1/17/2023,7454
905306,POLICE OFFICER,8/30/1993,31970
905306,SERGEANT,10/2/1998,5220
905306,LIEUTENANT,11/20/2001,
905306,CAPTAIN,6/30/2006,
905306,DEPUTY INSPECTOR,6/24/2011,
905306,INSPECTOR,11/26/2013,
905306,DEPUTY CHIEF,6/28/2019,
952350,POLICE OFFICER,1/9/2012,13355
971737,POLICE OFFICER,4/28/2021,14671
959378,POLICE OFFICER,7/8/2015,20226
959378,SERGEANT,9/30/2024,2311
965621,POLICE OFFICER,1/10/2018,26429
965621,POLICE OFFICER,12/27/2022,30826
965621,SERGEANT,7/28/2023,4109
967394,POLICE OFFICER,1/3/2019,26303
937746,POLICE OFFICER,1/10/2005,21252
957290,POLICE OFFICER,7/9/2014,13554
957290,DETECTIVE,2/9/2022,2681
953574,POLICE OFFICER,7/11/2012,3805
953574,DETECTIVE,1/27/2023,2817
981993,POLICE OFFICER,1/29/2025,15078
976912,POLICE OFFICER,4/26/2023,21552
945106,POLICE OFFICER,7/9/2007,1708
945106,POLICE OFFICER,9/2/2011,3648
945106,POLICE OFFICER,6/27/2014,326
945106,DETECTIVE,12/19/2014,4119
961582,POLICE OFFICER,4/6/2016,4761
961582,POLICE OFFICER,6/11/2020,4788
952351,POLICE OFFICER,1/9/2012,13361
952351,DETECTIVE,6/10/2021,3707
935976,POLICE OFFICER,7/1/2004,6500
964346,POLICE OFFICER,7/5/2017,20131
963811,POLICE OFFICER,4/12/2017,4895
958173,POLICE OFFICER,1/7/2015,23883
958173,SERGEANT,1/31/2025,3665
931437,POLICE OFFICER,7/1/2002,11922
931437,SERGEANT,8/30/2016,1172
976913,POLICE OFFICER,4/26/2023,10455
929372,POLICE OFFICER,7/2/2001,4573
929372,SERGEANT,5/30/2008,2138
933485,POLICE OFFICER,7/1/2003,5496
933485,DETECTIVE,5/30/2008,2771
933485,SERGEANT,7/25/2008,5496
933485,LIEUTENANT,10/26/2012,
933485,CAPTAIN,1/30/2015,
933485,DEPUTY INSPECTOR,7/30/2021,
933485,INSPECTOR,4/25/2025,
981994,POLICE OFFICER,1/29/2025,15509
955669,POLICE OFFICER,7/9/2013,8822
955669,DETECTIVE,12/21/2021,5744
980973,POLICE OFFICER,10/30/2024,29269
980973,POLICE OFFICER,3/26/2025,28725
942718,POLICE OFFICER,7/10/2006,20029
953575,POLICE OFFICER,7/11/2012,24959
940864,POLICE OFFICER,1/9/2006,7733
940864,DETECTIVE,11/22/2022,1830
949926,POLICE OFFICER,7/6/2011,12608
968194,POLICE OFFICER,7/1/2019,18467
968194,DETECTIVE,12/23/2024,2008
937747,POLICE OFFICER,1/10/2005,26397
937747,DETECTIVE,12/21/2012,7097
937747,SERGEANT,8/30/2019,3224
929375,POLICE OFFICER,7/2/2001,19543
952786,POLICE OFFICER,1/9/2013,3377
952786,DETECTIVE,12/23/2022,1861
942838,POLICE OFFICER,7/10/2006,29215
942838,SERGEANT,9/5/2014,4697
942838,LIEUTENANT,11/22/2016,
947611,POLICE OFFICER,7/8/2008,1812
962171,POLICE OFFICER,7/13/2016,5922
967396,POLICE OFFICER,1/3/2019,25450
958823,POLICE OFFICER,7/8/2015,20231
958823,DETECTIVE,2/9/2022,2685
954429,POLICE OFFICER,1/9/2013,3229
929499,POLICE OFFICER,7/1/2002,14558
929499,SERGEANT,6/24/2011,1827
929499,LIEUTENANT,6/10/2021,
929499,LT SPECIAL ASSIGN,11/21/2023,
978834,POLICE OFFICER,1/3/2024,23001
964840,POLICE OFFICER,10/18/2017,7824
905308,POLICE OFFICER,8/30/1993,18015
905308,DETECTIVE,12/17/1999,7389
905308,DETECTIVE,2/8/2002,710
972315,POLICE OFFICER,7/7/2021,12519
980270,POLICE OFFICER,7/3/2024,6649
940865,POLICE OFFICER,1/9/2006,19251
940865,DETECTIVE,10/18/2021,6578
956338,POLICE OFFICER,1/8/2014,13514
970944,POLICE OFFICER,12/29/2020,4052
966397,POLICE OFFICER,7/2/2018,14481
962172,POLICE OFFICER,7/13/2016,16722
964841,POLICE OFFICER,10/18/2017,10897
975890,POLICE OFFICER,10/19/2022,14723
941170,POLICE OFFICER,1/9/2006,29188
962173,POLICE OFFICER,7/13/2016,4705
978835,POLICE OFFICER,1/3/2024,19662
980974,POLICE OFFICER,10/30/2024,9578
968889,POLICE OFFICER,10/7/2019,31975
973853,POLICE OFFICER,12/29/2021,31441
945107,POLICE OFFICER,7/9/2007,15392
945107,DETECTIVE,12/22/2017,5994
952354,POLICE OFFICER,1/9/2012,8144
952354,DETECTIVE,12/21/2018,5987
937749,POLICE OFFICER,1/10/2005,23984
937749,DETECTIVE,10/26/2012,3363
947612,POLICE OFFICER,7/8/2008,4598
947612,DETECTIVE,1/31/2014,7789
970945,POLICE OFFICER,12/29/2020,8386
962878,POLICE OFFICER,10/11/2016,20378
957291,POLICE OFFICER,7/9/2014,1318
964842,POLICE OFFICER,10/18/2017,30705
964842,DETECTIVE,9/30/2024,7557
952355,POLICE OFFICER,1/9/2012,2703
952355,SERGEANT,7/27/2018,4651
952355,LIEUTENANT,9/30/2024,
946399,POLICE OFFICER,1/7/2008,28598
946399,SERGEANT,8/30/2019,5630
946399,LIEUTENANT,7/31/2024,
943966,POLICE OFFICER,1/10/2007,12201
943966,DETECTIVE,10/25/2013,508
976914,POLICE OFFICER,4/26/2023,21558
979007,POLICE OFFICER,1/17/2024,4873
951448,POLICE OFFICER,7/6/2011,26853
951448,DETECTIVE,11/24/2020,7275
965622,POLICE OFFICER,1/10/2018,28049
931445,POLICE OFFICER,7/1/2002,2439
931445,SERGEANT,6/25/2014,4679
927821,POLICE OFFICER,7/2/2001,4977
927821,SERGEANT,5/25/2007,4325
927821,LIEUTENANT,6/5/2018,
953576,POLICE OFFICER,7/11/2012,28271
953576,SERGEANT,8/26/2022,5167
953576,LIEUTENANT,5/30/2025,
949807,POLICE OFFICER,7/6/2010,11217
940867,POLICE OFFICER,1/9/2006,13940
943967,POLICE OFFICER,1/10/2007,13193
959379,POLICE OFFICER,7/8/2015,17435
959379,DETECTIVE,6/27/2025,7932
967725,POLICE OFFICER,4/15/2019,15998
959380,POLICE OFFICER,7/8/2015,19582
959380,SERGEANT,9/30/2024,2316
942720,POLICE OFFICER,7/10/2006,1265
953577,POLICE OFFICER,7/11/2012,24965
972316,POLICE OFFICER,7/7/2021,12547
976484,POLICE OFFICER,1/17/2023,3676
957292,POLICE OFFICER,7/9/2014,5944
955671,POLICE OFFICER,7/9/2013,8166
939705,POLICE OFFICER,7/11/2005,28653
939705,SERGEANT,9/29/2014,4721
941542,POLICE OFFICER,7/10/2006,4425
941542,SERGEANT,5/29/2012,3756
941542,LIEUTENANT,11/24/2020,
979008,POLICE OFFICER,1/17/2024,746
965899,POLICE OFFICER,4/25/2018,3958
965899,SERGEANT,7/31/2024,584
979598,POLICE OFFICER,4/24/2024,9858
956339,POLICE OFFICER,1/8/2014,16913
956339,SERGEANT,6/10/2021,1617
956339,LIEUTENANT,5/31/2024,
937751,POLICE OFFICER,1/10/2005,29464
937751,DETECTIVE,1/31/2025,3869
958183,POLICE OFFICER,1/7/2015,16201
955672,POLICE OFFICER,7/9/2013,10936
955672,DETECTIVE,9/30/2024,7568
947613,POLICE OFFICER,7/8/2008,11470
947613,SERGEANT,7/28/2017,3524
973854,POLICE OFFICER,12/29/2021,30315
949808,POLICE OFFICER,7/6/2010,2222
949808,SERGEANT,1/30/2018,33
968195,POLICE OFFICER,7/1/2019,16136
937753,POLICE OFFICER,1/10/2005,7248
937753,SERGEANT,12/21/2012,2201
937753,LIEUTENANT,8/30/2019,
937753,CAPTAIN,2/23/2024,
951449,POLICE OFFICER,7/6/2011,30037
951449,SERGEANT,6/24/2022,4568
946661,POLICE OFFICER,7/8/2008,6050
974656,POLICE OFFICER,4/13/2022,13999
972317,POLICE OFFICER,7/7/2021,15872
945406,POLICE OFFICER,1/7/2008,27792
945378,POLICE OFFICER,1/7/2008,29314
947614,POLICE OFFICER,7/8/2008,3147
945110,POLICE OFFICER,7/9/2007,10838
945110,DETECTIVE,11/26/2019,3165
916929,POLICE OFFICER,6/30/1995,29384
916929,SERGEANT,7/29/2005,2908
916929,SGT DET SQUAD,11/18/2019,
966398,POLICE OFFICER,7/2/2018,12373
934261,POLICE OFFICER,1/20/2004,1222
973036,POLICE OFFICER,10/12/2021,6234
942721,POLICE OFFICER,7/10/2006,12652
942721,SERGEANT,2/24/2017,2574
964843,POLICE OFFICER,10/18/2017,7028
964843,POLICE OFFICER,11/8/2019,25599
940945,POLICE OFFICER,1/9/2006,22641
940945,SERGEANT,6/29/2012,4946
940945,LIEUTENANT,3/18/2021,
942722,POLICE OFFICER,7/10/2006,18848
946400,POLICE OFFICER,1/7/2008,26984
946400,DETECTIVE,4/1/2022,4080
884599,POLICE OFFICER,1/2/1990,12865
884599,DETECTIVE,3/26/1991,1570
939707,POLICE OFFICER,7/11/2005,16516
942723,POLICE OFFICER,7/10/2006,25048
942723,SERGEANT,12/22/2020,1858
942723,POLICE OFFICER,7/11/2023,1889
965623,POLICE OFFICER,1/10/2018,27044
964844,POLICE OFFICER,10/18/2017,8663
955674,POLICE OFFICER,7/9/2013,12789
931447,POLICE OFFICER,7/1/2002,31861
931447,SERGEANT,8/30/2012,5631
931447,LIEUTENANT,8/30/2019,
948442,POLICE OFFICER,7/14/2009,25568
948442,SERGEANT,5/2/2016,2490
948442,LIEUTENANT,2/9/2022,
917198,POLICE OFFICER,7/18/1996,23139
917198,DETECTIVE,6/2/2014,4977
935980,POLICE OFFICER,7/1/2004,13224
935980,SERGEANT,8/30/2012,5633
940788,POLICE OFFICER,1/9/2006,1298
964347,POLICE OFFICER,7/5/2017,18006
947615,POLICE OFFICER,7/8/2008,3976
947615,SERGEANT,6/2/2014,3795
947615,LIEUTENANT,6/5/2018,
947615,CAPTAIN,10/31/2023,
945112,POLICE OFFICER,7/9/2007,1181
945112,SERGEANT,8/3/2012,5384
945112,LIEUTENANT,11/22/2016,
945112,CAPTAIN,4/30/2020,
945112,DEPUTY INSPECTOR,7/31/2024,
942724,POLICE OFFICER,7/10/2006,10034
942724,SERGEANT,6/2/2014,3815
971276,POLICE OFFICER,2/24/2021,23478
931448,POLICE OFFICER,7/1/2002,26332
962174,POLICE OFFICER,7/13/2016,12002
959381,POLICE OFFICER,7/8/2015,17573
959381,SERGEANT,7/31/2024,588
966399,POLICE OFFICER,7/2/2018,10498
961456,POLICE OFFICER,1/6/2016,2996
961456,SERGEANT,8/30/2024,5515
955675,POLICE OFFICER,7/9/2013,4801
975891,POLICE OFFICER,10/19/2022,8039
935979,POLICE OFFICER,7/1/2004,22847
954431,POLICE OFFICER,1/9/2013,28328
954431,DETECTIVE,11/24/2020,7282
961925,POLICE OFFICER,7/13/2016,18769
959382,POLICE OFFICER,7/8/2015,20955
959382,DETECTIVE,5/31/2024,4720
948566,POLICE OFFICER,1/11/2010,5436
976485,POLICE OFFICER,1/17/2023,5396
955677,POLICE OFFICER,7/9/2013,14778
955677,SERGEANT,5/3/2019,4924
955677,LIEUTENANT,2/23/2024,
947616,POLICE OFFICER,7/8/2008,577
958175,POLICE OFFICER,1/7/2015,27829
958175,DETECTIVE,10/18/2021,2619
962175,POLICE OFFICER,7/13/2016,24831
947617,POLICE OFFICER,7/8/2008,4602
959383,POLICE OFFICER,7/8/2015,17577
946434,POLICE OFFICER,1/7/2008,25142
946434,DETECTIVE,9/29/2014,4975
948296,POLICE OFFICER,7/14/2009,27024
967726,POLICE OFFICER,4/15/2019,8580
967726,DETECTIVE,12/23/2024,2713
968890,POLICE OFFICER,10/7/2019,31981
939710,POLICE OFFICER,7/11/2005,26093
939710,DETECTIVE,8/25/2023,4247
947618,POLICE OFFICER,7/8/2008,22157
947618,DETECTIVE,1/28/2016,3165
947618,SERGEANT,6/30/2017,3824
951006,POLICE OFFICER,7/6/2011,5930
929581,POLICE OFFICER,7/1/2002,21755
935986,POLICE OFFICER,7/1/2004,31321
935986,SERGEANT,10/25/2013,754
978836,POLICE OFFICER,1/3/2024,29038
951450,POLICE OFFICER,7/6/2011,30046
945022,POLICE OFFICER,7/6/2011,10999
945022,DETECTIVE,7/18/2012,6107
955678,POLICE OFFICER,7/9/2013,1412
977698,POLICE OFFICER,7/19/2023,16905
975254,POLICE OFFICER,7/13/2022,25798
951002,POLICE OFFICER,7/6/2011,6551
951002,DETECTIVE,6/10/2021,3717
973855,POLICE OFFICER,12/29/2021,29617
961457,POLICE OFFICER,1/6/2016,7631
945113,POLICE OFFICER,7/9/2007,7044
945113,SERGEANT,3/28/2013,5477
952800,POLICE OFFICER,7/11/2012,26913
932229,POLICE OFFICER,7/1/2003,10614
932229,SERGEANT,7/25/2008,2712
932229,LIEUTENANT,8/3/2012,
932229,CAPTAIN,11/25/2014,
932229,DEPUTY INSPECTOR,12/21/2021,
932229,INSPECTOR,3/28/2025,
945446,POLICE OFFICER,1/7/2008,28184
939712,POLICE OFFICER,7/11/2005,9395
949811,POLICE OFFICER,7/6/2010,1718
966400,POLICE OFFICER,7/2/2018,9003
939713,POLICE OFFICER,7/11/2005,6469
939713,DETECTIVE,12/21/2021,5771
935990,POLICE OFFICER,7/1/2004,20109
935990,DETECTIVE,2/23/2024,5259
959385,POLICE OFFICER,7/8/2015,20236
970326,POLICE OFFICER,11/2/2020,10339
965624,POLICE OFFICER,1/10/2018,31458
953579,POLICE OFFICER,7/11/2012,19866
953579,SERGEANT,3/27/2018,2297
953579,LIEUTENANT,8/30/2024,
962880,POLICE OFFICER,10/11/2016,30865
962880,DETECTIVE,8/30/2024,6429
935991,POLICE OFFICER,7/1/2004,21501
935991,DETECTIVE,11/26/2013,4255
947619,POLICE OFFICER,7/8/2008,16740
968196,POLICE OFFICER,7/1/2019,20832
974657,POLICE OFFICER,4/13/2022,10723
952356,POLICE OFFICER,1/9/2012,19412
939715,POLICE OFFICER,7/11/2005,30425
969432,POLICE OFFICER,1/6/2020,10337
976915,POLICE OFFICER,4/26/2023,20447
973856,POLICE OFFICER,12/29/2021,25338
963337,POLICE OFFICER,1/4/2017,20402
963337,DETECTIVE,2/24/2023,2422
961459,POLICE OFFICER,1/6/2016,2087
961460,POLICE OFFICER,1/6/2016,12298
975892,POLICE OFFICER,10/19/2022,15500
975892,POLICE OFFICER,12/19/2023,15448
975893,POLICE OFFICER,10/19/2022,15158
974658,POLICE OFFICER,4/13/2022,7356
951451,POLICE OFFICER,7/6/2011,10318
951451,DETECTIVE,7/30/2021,3970
981995,POLICE OFFICER,1/29/2025,16410
942726,POLICE OFFICER,7/10/2006,29461
942726,SERGEANT,6/10/2021,1620
940872,POLICE OFFICER,1/9/2006,18182
940872,DETECTIVE,7/28/2011,1567
940872,SERGEANT,6/9/2017,2832
940872,SGT DET SQUAD,2/28/2025,
934265,POLICE OFFICER,1/20/2004,21551
934265,DETECTIVE,6/24/2022,6227
971738,POLICE OFFICER,4/28/2021,16054
971738,POLICE OFFICER,9/3/2021,19570
961462,POLICE OFFICER,1/6/2016,10855
982850,POLICE OFFICER,5/14/2025,29445
929384,POLICE OFFICER,7/2/2001,5090
929384,DETECTIVE,3/28/2008,565
937757,POLICE OFFICER,1/10/2005,29390
937757,DETECTIVE,12/21/2012,7115
953580,POLICE OFFICER,7/11/2012,22427
953580,SERGEANT,3/5/2019,4072
953580,LIEUTENANT,1/26/2024,
957294,POLICE OFFICER,7/9/2014,10291
981996,POLICE OFFICER,1/29/2025,17224
980975,POLICE OFFICER,10/30/2024,30678
952357,POLICE OFFICER,1/9/2012,14233
948443,POLICE OFFICER,7/14/2009,26425
948443,DETECTIVE,5/30/2023,2773
957295,POLICE OFFICER,7/9/2014,12955
967398,POLICE OFFICER,1/3/2019,27147
978293,POLICE OFFICER,10/25/2023,11670
957296,POLICE OFFICER,7/9/2014,3034
957296,SERGEANT,11/21/2023,5331
964845,POLICE OFFICER,10/18/2017,6465
964845,POLICE OFFICER,11/22/2023,6495
939716,POLICE OFFICER,7/11/2005,6581
939716,POLICE OFFICER,11/9/2011,1338
939716,SERGEANT,3/2/2015,2289
961463,POLICE OFFICER,1/6/2016,18327
961463,DETECTIVE,6/30/2023,4774
973858,POLICE OFFICER,12/29/2021,30559
976916,POLICE OFFICER,4/26/2023,16386
937758,POLICE OFFICER,1/10/2005,31107
937758,DETECTIVE,1/28/2010,5987
937758,SERGEANT,1/31/2014,1894
937758,LIEUTENANT,7/30/2021,
973186,POLICE OFFICER,10/15/2021,12823
974659,POLICE OFFICER,4/13/2022,14380
978837,POLICE OFFICER,1/3/2024,19673
978294,POLICE OFFICER,10/25/2023,31984
943969,POLICE OFFICER,1/10/2007,9839
943969,SERGEANT,8/31/2015,5491
953581,POLICE OFFICER,7/11/2012,31714
953581,POLICE OFFICER,6/20/2017,9747
953581,SERGEANT,6/25/2020,3652
942727,POLICE OFFICER,7/10/2006,31817
942727,SERGEANT,3/1/2013,3382
942727,LIEUTENANT,5/3/2019,
964846,POLICE OFFICER,10/18/2017,4223
964846,SERGEANT,11/21/2023,119
976486,POLICE OFFICER,1/17/2023,6387
972473,POLICE OFFICER,7/16/2021,27517
980976,POLICE OFFICER,10/30/2024,29396
968891,POLICE OFFICER,10/7/2019,11295
958178,POLICE OFFICER,1/7/2015,8565
948520,POLICE OFFICER,1/11/2010,9747
948520,SERGEANT,8/30/2016,1182
948520,LIEUTENANT,2/9/2022,
957297,POLICE OFFICER,7/9/2014,3623
966401,POLICE OFFICER,7/2/2018,31714
946401,POLICE OFFICER,1/7/2008,27185
946401,DETECTIVE,2/9/2022,2689
946401,DETECTIVE,11/21/2022,1138
937760,POLICE OFFICER,1/10/2005,23639
937760,DETECTIVE,8/26/2022,383
953582,POLICE OFFICER,7/11/2012,31370
953582,SERGEANT,9/3/2021,2665
976917,POLICE OFFICER,4/26/2023,20467
933494,POLICE OFFICER,7/1/2003,22976
933494,SERGEANT,3/28/2013,3918
933494,LIEUTENANT,2/9/2022,
980977,POLICE OFFICER,10/30/2024,30685
973187,POLICE OFFICER,10/15/2021,4486
926321,POLICE OFFICER,3/1/2000,30366
926321,DETECTIVE,12/21/2016,6570
939718,POLICE OFFICER,7/11/2005,9399
966402,POLICE OFFICER,7/2/2018,7999
927692,POLICE OFFICER,9/29/2000,30521
927692,SERGEANT,1/31/2014,1898
927692,SGT DET SQUAD,12/21/2021,
929386,POLICE OFFICER,7/2/2001,4614
967727,POLICE OFFICER,4/15/2019,17092
967727,DETECTIVE,8/30/2024,5663
937761,POLICE OFFICER,1/10/2005,11088
937761,SERGEANT,1/27/2010,1265
937761,LIEUTENANT,8/30/2012,
937761,CAPTAIN,9/29/2014,
937761,DEPUTY INSPECTOR,4/30/2020,
937761,INSPECTOR,3/28/2025,
970328,POLICE OFFICER,11/2/2020,23610
961465,POLICE OFFICER,1/6/2016,18344
935993,POLICE OFFICER,7/1/2004,25567
935993,SERGEANT,3/26/2010,2300
935993,SERGEANT,5/10/2010,2652
931456,POLICE OFFICER,7/1/2002,19627
931456,DETECTIVE,9/28/2017,3889
946715,POLICE OFFICER,7/8/2008,1813
946715,SERGEANT,9/28/2015,1115
946715,LIEUTENANT,11/20/2018,
946715,CAPTAIN,12/22/2023,
981997,POLICE OFFICER,1/29/2025,14550
978295,POLICE OFFICER,10/25/2023,31988
937762,POLICE OFFICER,1/10/2005,21277
945116,POLICE OFFICER,7/9/2007,10284
945116,POLICE OFFICER,11/9/2007,1470
945116,SERGEANT,8/3/2012,5385
945116,LIEUTENANT,11/22/2016,
976487,POLICE OFFICER,1/17/2023,170
954433,POLICE OFFICER,1/9/2013,21115
941187,POLICE OFFICER,7/10/2006,11942
926384,POLICE OFFICER,3/1/2000,3672
945117,POLICE OFFICER,7/9/2007,10288
970946,POLICE OFFICER,12/29/2020,6295
939721,POLICE OFFICER,7/11/2005,9326
957298,POLICE OFFICER,7/9/2014,3037
963812,POLICE OFFICER,4/12/2017,13523
953583,POLICE OFFICER,7/11/2012,21776
965625,POLICE OFFICER,1/10/2018,1519
943970,POLICE OFFICER,1/10/2007,13943
952359,POLICE OFFICER,1/9/2012,2954
970329,POLICE OFFICER,11/2/2020,15480
978296,POLICE OFFICER,10/25/2023,14312
978296,POLICE OFFICER,1/15/2024,22882
974661,POLICE OFFICER,4/13/2022,14692
962176,POLICE OFFICER,7/13/2016,14466
974662,POLICE OFFICER,4/13/2022,13227
980337,POLICE OFFICER,7/19/2024,1525
968197,POLICE OFFICER,7/1/2019,20536
971739,POLICE OFFICER,4/28/2021,18897
979599,POLICE OFFICER,4/24/2024,10433
953584,POLICE OFFICER,7/11/2012,8031
953584,SERGEANT,12/22/2023,1666
945118,POLICE OFFICER,7/9/2007,17488
945118,POLICE OFFICER,10/21/2008,17469
945118,POLICE OFFICER,10/22/2008,17488
935995,POLICE OFFICER,7/1/2004,12538
935995,SERGEANT,11/23/2010,3311
935995,SGT DET SQUAD,5/27/2022,
948160,POLICE OFFICER,1/14/2009,11251
948160,DETECTIVE,7/28/2017,5149
948160,SERGEANT,10/26/2018,1685
976918,POLICE OFFICER,4/26/2023,24962
952360,POLICE OFFICER,1/9/2012,5581
952360,SERGEANT,2/9/2022,3352
951452,POLICE OFFICER,7/6/2011,18741
951452,DETECTIVE,12/23/2024,2627
935997,POLICE OFFICER,7/1/2004,23818
980271,POLICE OFFICER,7/3/2024,18768
937763,POLICE OFFICER,1/10/2005,7327
937763,DETECTIVE,6/10/2021,3720
937763,SERGEANT,7/30/2021,2030
980978,POLICE OFFICER,10/30/2024,14045
937764,POLICE OFFICER,1/10/2005,7151
937764,SERGEANT,1/27/2010,1324
937764,LIEUTENANT,8/3/2012,
937764,CAPTAIN,11/22/2016,
937764,DEPUTY INSPECTOR,11/26/2019,
937764,INSPECTOR,11/22/2022,
937765,POLICE OFFICER,1/10/2005,11173
970330,POLICE OFFICER,11/2/2020,16439
937766,POLICE OFFICER,1/10/2005,9221
937766,SERGEANT,9/24/2010,3136
937766,LIEUTENANT,10/26/2012,
937766,CAPTAIN,6/26/2015,
937766,DEPUTY INSPECTOR,12/19/2019,
937766,INSPECTOR,10/18/2021,
937766,DEPUTY CHIEF,4/26/2024,
945119,POLICE OFFICER,7/9/2007,6378
958179,POLICE OFFICER,1/7/2015,16309
958179,DETECTIVE,10/31/2023,3446
940874,POLICE OFFICER,1/9/2006,10501
940874,SERGEANT,10/28/2011,4335
940874,LIEUTENANT,6/28/2019,
951453,POLICE OFFICER,7/6/2011,29201
951453,POLICE OFFICER,12/11/2013,29037
951453,POLICE OFFICER,1/22/2014,29201
975256,POLICE OFFICER,7/13/2022,19632
961466,POLICE OFFICER,1/6/2016,10873
942728,POLICE OFFICER,7/10/2006,7162
942728,SERGEANT,5/29/2012,3764
942728,LIEUTENANT,8/1/2016,
942728,CAPTAIN,8/31/2018,
946402,POLICE OFFICER,1/7/2008,27520
946402,SERGEANT,6/10/2021,1630
956341,POLICE OFFICER,1/8/2014,11857
956341,SERGEANT,9/29/2023,4917
935998,POLICE OFFICER,7/1/2004,23135
935998,DETECTIVE,7/27/2007,878
935998,SERGEANT,6/28/2013,2636
935998,SGT DET SQUAD,11/22/2022,
954434,POLICE OFFICER,1/9/2013,4076
954434,SERGEANT,9/30/2022,3886
948284,POLICE OFFICER,7/14/2009,26079
948284,SERGEANT,9/30/2016,1839
948284,LIEUTENANT,12/21/2021,
948284,CAPTAIN,2/23/2024,
967729,POLICE OFFICER,4/15/2019,17132
953586,POLICE OFFICER,7/11/2012,23098
953586,DETECTIVE,7/29/2019,1987
953586,SERGEANT,10/30/2019,2335
973037,POLICE OFFICER,10/12/2021,4941
980272,POLICE OFFICER,7/3/2024,22092
973859,POLICE OFFICER,12/29/2021,30745
974663,POLICE OFFICER,4/13/2022,2092
962881,POLICE OFFICER,10/11/2016,20180
964349,POLICE OFFICER,7/5/2017,15242
945120,POLICE OFFICER,7/9/2007,19508
979600,POLICE OFFICER,4/24/2024,16983
979601,POLICE OFFICER,4/24/2024,16728
955680,POLICE OFFICER,7/9/2013,3752
955680,SERGEANT,4/4/2024,4070
979009,POLICE OFFICER,1/17/2024,3067
977699,POLICE OFFICER,7/19/2023,28279
965627,POLICE OFFICER,1/10/2018,30197
965627,SERGEANT,2/23/2024,2682
976489,POLICE OFFICER,1/17/2023,7992
982745,POLICE OFFICER,4/30/2025,21296
965628,POLICE OFFICER,1/10/2018,26855
957299,POLICE OFFICER,7/9/2014,9169
957299,DETECTIVE,6/10/2021,3725
975894,POLICE OFFICER,10/19/2022,3251
933495,POLICE OFFICER,7/1/2003,21703
933495,DETECTIVE,1/27/2017,6320
923390,POLICE OFFICER,8/31/1998,20872
923390,DETECTIVE,7/30/2004,7935
978297,POLICE OFFICER,10/25/2023,19819
980273,POLICE OFFICER,7/3/2024,9532
942731,POLICE OFFICER,7/10/2006,17046
942731,POLICE OFFICER,11/22/2016,450
946577,POLICE OFFICER,1/7/2008,25155
946577,DETECTIVE,8/31/2018,7751
968893,POLICE OFFICER,10/7/2019,13089
973860,POLICE OFFICER,12/29/2021,20260
973860,DETECTIVE,3/28/2025,1768
980274,POLICE OFFICER,7/3/2024,645
953587,POLICE OFFICER,7/11/2012,995
953587,SERGEANT,3/5/2019,4073
953587,LIEUTENANT,2/23/2024,
948285,POLICE OFFICER,7/14/2009,26696
948285,SERGEANT,5/2/2016,2492
948285,LIEUTENANT,6/5/2018,
948285,CAPTAIN,1/27/2023,
979602,POLICE OFFICER,4/24/2024,20684
958180,POLICE OFFICER,1/7/2015,16312
958180,DETECTIVE,12/21/2021,5779
958180,SERGEANT,7/31/2024,601
975257,POLICE OFFICER,7/13/2022,18120
975895,POLICE OFFICER,10/19/2022,19273
978838,POLICE OFFICER,1/3/2024,18878
937768,POLICE OFFICER,1/10/2005,4681
937768,DETECTIVE,8/3/2012,2414
954435,POLICE OFFICER,1/9/2013,12163
954435,DETECTIVE,6/27/2025,7933
982746,POLICE OFFICER,4/30/2025,21697
959389,POLICE OFFICER,7/8/2015,19776
980979,POLICE OFFICER,10/30/2024,31924
937769,POLICE OFFICER,1/10/2005,17490
937769,SERGEANT,11/26/2013,2541
977700,POLICE OFFICER,7/19/2023,16978
946404,POLICE OFFICER,1/7/2008,16122
946404,DETECTIVE,7/27/2018,1965
940930,POLICE OFFICER,1/9/2006,1313
940930,SERGEANT,2/9/2022,3354
977456,POLICE OFFICER,7/5/2023,29487
978298,POLICE OFFICER,10/25/2023,14406
951454,POLICE OFFICER,7/6/2011,22667
951454,DETECTIVE,5/27/2022,5133
958181,POLICE OFFICER,1/7/2015,9128
958181,DETECTIVE,5/31/2024,4758
